companyName,datePublished,ratingValue,reviewBody
Skype,2020-10-07,N/A,Avoid Skype. They can't even accept simple payments and are blocking the account for no reason.
Skype,2020-10-06,1,After having been refunded for 23 fraudulant transactions during September I received 3 emails today.The first stated thankyou for setting up auto recharge( I hadn't) for 10 Australian dollars .I am a UK citizen.The second told me my auto recharge had been cancelled. The third told me I had been charged 25 Australian dollars!  Impossible to get through to anybody.Endless codes.None of which work.
Skype,2020-09-27,1,"Every time we call our grandmother, the call begins to glitch after 10 to 15 minutes and becomes unusable."
Skype,2020-09-26,1,"Awful product, no support, no possibility to change important account details. Stay far far wawy!"
Skype,2020-09-25,2,"I subscribe to a landline number through skype.It wasn't easy to give 2/5, because the price is very competitive and the service has been fine.Except that I'm displeased with the recent service. Due to a really rubbish account-management website offered by skype, I was unable to switch my payment to a new card.I received an email saying it couldn't take the £22.50 I was due to pay, even though I'd done my best to get my new card attached to the subscription. I then had to buy again, at the new higher price of over £40.The online support person tried to instruct me how to do it right in future, but even his instructions first were completely wrong. The eventual way to do it was not at all clear, so it's unsuprising that I was unable to do it by myself. (I'm a regular computer user and good with websites/technology but still couldn't find it myself.)However, in the end Microsoft still refused to let me have the original price - the one it had emailed me about and that I've paid all this time - saying it has reviewed its subscription prices.I would have been fine if it had just wrote to me before the subscription renewal to say that it can't continue at the old prices. But it didn't. It tried to take payment at the original price and then, because it's website is a bit sucky, I ended up on the new price. I think I should be entitled to a refund and I'm surprised and disappointed that they didn't offer better customer service on this occasion.Unfortunately I am stuck with them though. Although there are ways to port skype landline numbers, their price for the landline number is simply too competitive - even at the higher price of £40ish per year."
Skype,2020-09-24,5,"I've used this application in our company, and now that I'm working from home, It really helps me at my task or trainings. It is also a fast way to communicate with my Colleagues. Also User-friendly application. Highly Recommend this app."
Skype,2020-09-23,N/A,"I hate that this company has such a low ranking. We love Akype both their desktop and mobile apps for inter-office communication. The creations of department groups and DMs makes it easy to work remote and stay close to the team. The quality has also been enhanced significantly. Now if you need a giant video conference, that's not Skype. There are better products for that."
Skype,2020-09-22,1,"Skype is a Mafia scam website.  I WILL NEVER USE SKYPE AND SKYPE USE UR PRIVACY AND YOUR CHAT AGAINST YOU.  You have no privacy whatsoever there!!!!  I told  women who tried to scam me on skype to F""** off and stay away scammer........SKYPE CLOSED MY SKYPE !!!  You should protect us from scammer skype.    I send many email i get only robotic Answers."
Skype,2020-09-19,N/A,A great app for connecting!
Skype,2020-09-15,1,My credit card company is investigating Skype for fraud after they billed me 24 times in one month for auto top up.I wasn't even using the service at the time.   Completely unacceptable behaviour.
Skype,2020-09-07,N/A,The updated UI of Skype is counter intuitive and really brings down the whole experience.
Skype,2020-09-05,N/A,"I had account on skype since 2008 and microsoft but once I ve been hacked and all my data are on their platform they still send me to a robot to answer some stupid questions to see if is me or not. Classic move of ""machines knows it all"" but is not like that :( I feel deceived and I hope those 2 companies together go to trash as soon as possible. they don't deserve the users respect and their customer service it is just an online burocracy. terrible. NEVER EVER EVER GET MICROSOFT GUYS! NEVER !!!! BE WISE...."
Skype,2020-09-03,N/A,"A great app for connecting with friends, family, loved ones and most esp clients all around the world. Love this app!"
Skype,2020-08-21,1,"The ringtone upon receiving calls is louder than the Lebanon explosion, and it stops whatever software you are using to show you the call, so that you can die in your game in key moments and fails your teammates. And apparently there is no option to stop this from happening because Skype really likes to interrupt whatever software you are using, not only that, and it will also turn down the volume of every single program running on the computer by 50%, and there is no option to disable that as well. I thought it was a voice chat program, not a toxic-attention-seeking-relationship partner.I an wondering, during the Corona virus quarantine, where online chats and video conference software skyrocket their client counts, how does Skype manage to fail so disgustingly. Did you guys get paid to purposely make the software terrible? So that everyone will switch to using Zoom or other of your competitors? Because it is so difficult to make a product with such terrible quality even doing so intentionally.Now get take this review and get out of my computer."
Skype,2020-08-20,5,in our company we found that skype is the most accessible and easy way to communicate in between task or trainings. Fast connection and clarity.
Skype,2020-08-20,5,"I always use it with my boyfriend since I don’t have face time , works pretty well with good wifi connection , also via texts. Great picture quality… recommended!!!"
Skype,2020-08-18,1,Unusable rubbish. Switch to Teams if you can.
Skype,2020-08-15,1,"if i could give skype 0 i wouldIts not fit for purpose, i like to use it to have a txt and video conversation without the voice but for the last week it has been unusable. The txt side of the app will not work while using video chat. its utter rubbish"
Skype,2020-08-14,1,"Einloggen nicht möglich: ich werde gefragt, wohin Code gesendet soll und es wird meine uralte E-Mail Adresse gezeigt, die ich seit Jahren bei Einstellungen geändert hatte... Also man schafft für Nutzer künstliche Probleme damit sie eine Beschäftigung haben: Skype wurde auch zum Lebenszeitfresser"
Skype,2020-08-14,N/A,"Rodriguez Law Group, Inc., a firm in San Gabriel uses Skype because it is a great tool, they have good customer service & it is easy to use. Skype has greatly helped us during the pandemic. Thank you!"
Skype,2020-08-10,1,"I have to use this thing for work and it makes me crazy using this non-functioning garbage. It freezes for entire minutes, halfway through typing a message. I don't even use this thing for calling, I can't imagine how that would go. Just messaging. It goes on normally for hours and then it freezes for 10 minutes, mid-work. I have no idea how is this garbage still around. Terrible program!!!"
Skype,2020-08-07,1,"It makes my work days so much worse. I positively hate it when I had to turn it on. Lag, limited functionality, bad connection, inadequately high CPU usage, and constant updates. Can't wait for it to finally die out - at least most companies switched to normal software"
Skype,2020-08-06,2,N/A
Skype,2020-08-04,1,"Malísimo, funciona fatal y es 0 intuitivo"
Skype,2020-07-29,1,"Habe skype entfernt. Man wird betrogen. Habe 10,- € aufgeladen, aber der Betrag erscheint nicht. Nach mehrmaligem Versuch, einen Kontakt herzustellen, gebe ich jetzt auf und schenke skype die 10,- €.Will nie wieder was von denen hören."
Skype,2020-07-28,N/A,Skype has always been good to me. I appreciate it and it is a great resource and tool to use.
Skype,2020-07-22,N/A,"No te dan saldo pero te pasan los cargos, un robo, te cobran un servicio que no te dan"
Skype,2020-07-22,1,"This piece of software will never seize to amaze me. It is singlehandedly the worst piece of software I ever worked with. It's full of bugs, even simple tasks like sending a message to another skype user is a challenge. Chat windows wont open, messages will never be received (randomly), sometimes it rings for incoming calls sometimes not.. SUPER slow and cumbersome interface and every new version (won't even ask the user if he wants to upgrade) introduces tens of new bugs breaking even the simplest functions of the application. Just horrible piece of software. Avoid and let it die as it deserves."
Skype,2020-07-20,1,In my skypeaccount appeared all the contacts and past conversations of a friend who used my phone. Very questionable privacy settings. Something like this is very disturbing.
Skype,2020-07-16,1,"Confusing, hard to use and Rubbish. Avoid. Go with ZOOM v easy.I had a link but as it is highly confidential i could not send it to a private email. So i needed to just type in the Skype meeting number.Could i find how to do that simplest of things? NOthanks skype for totally messing up a meeting where peoples futures were in the balance."
Skype,2020-07-16,3,I've had problems with messages in Skype. Once I received a notification on Monday that I have new messages. Those messages were sent to me on Thursday last week...Their support couldn't do much either...Frustrating
Skype,2020-07-14,1,"Bevor Skype von Microdoof aufgekauft wurde, war Skype gut und hilfreich.Heute Morgen habe ich 25 Minuten lang vergeblich versucht mich einzuloggen. Microdoof-Konto, Skype-Konto, Passwort geht nicht (obwohl aufgeschrieben), Passwort zurücksetzten, nach 3 mal bin ich ein Roboter und muss zusätzlich noch ein 8-stelligen Bildercode eingeben.Habe Skype jetzt von meinem PC gelöscht. Es gibt ja zum Glück alternativen!"
Skype,2020-07-11,2,"Früher hat Skype recht zuverlässig funktioniert und die Bedienung war selbsterklärend. Das ist nun leider beides nicht mehr der Fall.Mir passiert es sehr häufig, dass keine Verbindung zustande kommt, selbst wenn die andere Person garantiert vor ihrem Gerät sitzt und Skype läuft. Dann erscheint ""XXX ist nicht online"". Dafür habe ich in letzter Zeit mehrmals mitten in der Nacht ""Angebote"" von irgendwelchen mir unbekannten Damen bekommen.Aus diesen Gründen bin ich auf Whatsapp umgestiegen und nutze Skype allenfalls in Ausnahmefällen."
Skype,2020-07-10,N/A,"Due to the fact tha we have to contact a lot of users, we're dropping 30+ connections a day, which sometimes triggering skype's algorithms and they can lock/suspend your account. That is exactly what's happened to my account. They first suspend it and then closed for good. ""We evaluated your appeal and verified your account was properly closed for a serious violation of the Microsoft Services Agreement. Pursuant to our terms, we cannot reactivate your account, nor provide details as to why it was closed. This represents Microsoft’s final communication regarding this account."" They pointed that account some ""terms"", so-called ""code of conduct"" was ""seriously violated"", but there was no real explanation - what exactly were the reasons for that. I haven't found ANY exact info about what can you possibly broke in terms of your ""code of conduct""...No exact numbers in terms of daily / weekly / monthly connections, no info about restrictions etc.Don't get me wrong - we can easily dismiss Skype from our messengers for the clients and ask them to use Telegram, Wattsapp or good old ICQ for further connections. In addition - I'm strongly disagreed with their disposition on following:""We have seen abusive behavior that includes one or more of the following:﻿Sending excessive new contact requestsReporting excessive abuse reports on other accountsSearching an excessive amount of contacts in SkypeAbusive behaviour they saying, comparing me with a spammer? Sending excessive new contact requests - what is ""excessive""? Where is a measure or volume of it, declared in your ""Code of conduct""? Reporting excessive abuse reports on other accounts - had reported only several contacts for heavy spam. Again - where is the number, conducting that ""excessive"" amount?Searching an excessive amount of contacts in Skype  - same as above. If you have an exact number of those searches (which in my opinion - utterly weird to even apply for) - kindly show it to me, so I'll be aware of it.Summarizing all above: me personally and my firm, my colleagues and our clients using Skype as a way of communication, not for spam (to make it clear once and for all). We use it to contact, because our clients use it, nothing more, nothing less. So by restricting access for me or any support manager like myself - you are simply creating a bad experience for other Skype users and slowly losing a competition against other services like yours."
Skype,2020-07-09,1,"Skype refunderer ikke beløb ""hvis den oprindelige betalingsform ikke længere er tilgængelig"". Dette indebærer for eksempel at man ikke kan få refunderet sit tilgodehavende hvis man har fået nyt kreditkort. Dette er efter alt at dømme ulovligt hvis nogen gider tage den kamp."
Skype,2020-07-07,N/A,"No se merece,ni una estrella ,desde que hice una recarga,de 60 minutos, no eh podido hacer ni una llamada, todos los números, me los tienen bloqueado,ladrone devuelvan me, mi dinero el 18 Ya caduca mi saldo,no he podido llamar,a nadie,"
Skype,2020-07-03,N/A,"I'm using skype every day because it's being used as communication channel in my company. It's fine, but since it's so popular I think it could be a bit faster. I think it could be faster when searching, since this is something I use often."
Skype,2020-07-02,N/A,"I dont know why but I couldn't use this app very often on my pc because I go to much blue screen, i really hate it."
Skype,2020-06-30,3,"No the bad app to connect with family and friends, but needs to be updated for sure, not really that comfortable anymore like it was beforeStill useful"
Skype,2020-06-30,N/A,"I used to use skype everyday.Since their redising i cant seem to figure how to add people on the new account. Are they using a UX designer? my god they should use a better one, or listen to the advice of an expert."
Skype,2020-06-26,1,"I use Skype for international phone calls, their rate are pretty cheap and connection generally good. Got new phone, installed app, and realized I didn't remember password. A nightmarish loop of trying to recover it. Too long to explain it here but I can't believe how bad Microsoft has made it. Tried to get help through a chat and Twitter support for days. Incompetent idiotis."
Skype,2020-06-24,5,use it every day to talk to family in Estonia
Skype,2020-06-19,1,"Terrible app, no service. Blocked a landline for no reason, no way to contact support. Raised the rate for USA landlines from two to twelve cents per minute. Added connection charges. Awful UI. Dropping calls....After many years using Skype as my primary telephony service I’m leaving. I wish I didn’t have to. But I really have no choice."
Skype,2020-06-18,N/A,For interoffice communication it is great but for group video its not as easy to use or navigate. Depends on what you are trying to do but there are other good options out there for video.
Skype,2020-06-17,N/A,I had an Skype account since 2003 and was great to use. However now Microsoft links the account to the same email of a computer. But this feature is not available on old accounts. So my credit and agenda is lost. They request me to buy new credit.Worst think is that Microsoft customer service is fooling me sending my request on a dead end questionnaire loop. What a pity that Skype was bought by Microsoft and their   incompetent customer service.So unfortunately after having a great service the only option is to use other comm app.
Skype,2020-06-14,1,Horible search enginesaves files for only 30 daysBad performance Actually unbelievable that this is one of the most popular communication platforms in 202 with the features it has.
Skype,2020-06-08,1,"My Skype experience has been awful.  I had used the app for a video conference days ago and then didn't open it again. However, I was informed by a fellow user that I was seen on Skype '7 hours ago.'  This was untrue!  Then, I signed out and back in. This same person said after I did that, my status changed to 'last seen days ago.'  I have tried to reach Skype for help and that is impossible.  My account has been closed and I will not be returning to Skype.I do not typically write reviews but I don't like being seen on-line when I am not on-line and no one at Skype/Microsoft is available to help me.Goodbye, Skype."
Skype,2020-06-07,1,"Can't reach my friend on Skype today. It's not doing the ringing tone at my end, just the double beep thing, it's ringing at his end but a message appears saying unable to connect please try again later. When you DO connect the speech is garbled and the video quality varies from crystal clear to a smudge on virtually every call I make. It was light years better before Microsoft got hold of it, in fact Microsoft Messenger was good too. Been trying now for 30 minutes and no chance of a connection:-("
Skype,2020-06-03,1,Skype SucksThey really missed their chance. Im glad there are other platforms for video conferencing now since skype bugged and i've lost the ability to access my account.
Skype,2020-11-28,3,They improved it a bit so i am gonna rate it 3 stars now
Skype,2020-06-02,1,"Für Skype spricht, das man dort absolut ehrlich ist. Man teilt dem Kunden mit, dass er betrogen wird. Wenn der zu doof ist zu lesen, kann man ja nichts dafür."
Skype,2020-06-02,1,Skype is just garbage compared to all other videochat services
Skype,2020-05-29,5,All good.Best features set in the communication world. Great sync between moble and desktop. The best emoticons ever. Best call quality. WhatsApp sucks with video call quality.
Skype,2020-05-28,1,"Of all the chat/call apps available, Skype is the worst.It used to be great, but then Microsoft bought Skype and decided to ruin it.Now you aren't allowed multiple chat windows, chat messages can take hours to arrive. Notifications that you have new messages can just not happen. People think they are calling you, but your PC never rings. Managing the options through the settings is a nightmare.Use anything else if you have the option. The only thing it is good for is calling ""real"" phones. The international calling rates are pretty cheap."
Skype,2020-05-28,1,"This is the worst app ever, that doesn't let me call anyone or pick up someone's call. I have to reinstall it to attend a call😠😠🤬🤬👎👎👎."
Skype,2020-05-27,N/A,"Any device with skype on is a fire risk, PLEASE UNINSTALL!!!!!. I've had a blackberry neon explode and now a ""Thinkpad X240, running Ubuntu 20.04 give me a overheat warning"" the company behind this application, it seems is trying to kill us all, PLEASE GET RID, YOU'LL  DIE. learn from mine and my brother's experience I implore you please. Personal Statement ""The company' behind this service is unhappy they're bust and obviously p*ssed we the consumer are responsible because we don't want their terrible software.It's your own fault, Microsoft, Windows 8 and onward sucked the joy out of computing. Not ours.""Once upon a time I hated Apple. ""Their facetime is flawless, I'm now an Apple convert""""Microsoft is like Futurama's MOM corp... EVIL""""Apple may be expensive... but worth it."""
Skype,2020-05-26,N/A,I rarely use Skype to be honest. There’s so many easier alternatives. But when do use it I find it needlessly complex and unergonomic. Perfect example: all I wanted to do today was see through a friends webcam whilst simultaneously texting through the inbuilt text option. After twenty minutes of fiddling I couldn’t work out if it was even possible. I had managed to take a screenshot somehow but that’s it.
Skype,2020-05-23,1,"Umuligt at nedlægge Skype kontoJeg har prøvet at nedlægge min skype konto uden held, (jeg er medlem af en læsegruppe på Folkeuniversitet, jeg har kun anvendt skype et par gange (test) her i Danmark). Jeg forstår ikke, at jeg er blevet konteret så mange gange: den 31/3- 53,38,  28/4-56,88 kr., igen den 28/4-53,38 kr. igen den 28/4 56,88 kr. Da jeg i dag forsøgte at nedlægge min konto (får jeg besked på, at den er nedlagt). Når jeg i dag den 23/5 vil fjerne mit kort, får jeg beskeden, at jeg først skal nedlægge min konto og i stedet konteres jeg igen for 53,38 kr. Jeg har næsten ikke brugt skype, men alligevel er jeg blevet trukket 4 gange? Jeg er nu nødsaget til at tage kontakt til min bank for at få spærret for Skype træk. Mvh. Uffe Christiansen mobil 2371 3330"
Skype,2020-05-18,1,"Ja früher war die Anwendung mal übersichtlich und leicht verwendbar. Heute wird das Sinnlose als erstes angezeigt, die Anwendung nervt nur noch, ist total unübersichtlich. Und inzwischen sind die Benutzer deswegen auch alle in Scharen geflohen, sodass man damit auch niemanden mehr erreichen kann. Klasse Microsoft, ihr habt es geschafft Skype zu töten! Was ist Schuld? Allem voran die neue Desktopanwendung, seit ein paar Jahren, die viel viel schlechter ist als die ursprünglichen Versionen. Eine Anwendung die umständlich zu bedienen ist und stark mit Gewohnheiten bricht, trifft eben auf Ablehnung.Microsoft ist wie König Midas, nur dass alles was Microsoft anstatt zu Gold zu Schlunz wird. Das selbe mit Nokia. Ich liebte die Lumia phones! Dann kam Microsoft. Btw. ich liebte auch Skype! Dann kam Microsoft. Ich liebte auch GitHub. Dann kam Microsoft. Bitte kauft etwas das ich hasse! Apple zum Beispiel."
Skype,2020-05-13,1,"No Support, No good since microsoft to over the product."
Skype,2020-05-13,N/A,One of the best app in this field.
Skype,2020-05-10,1,"Gider ikke mere skype,  programmet glemmer min kode og skal skifte den ud flere gange om ugen,  genindskriver jeg min gamle kode siger den har jeg brugt før , Skype er efter Microsoft har overtaget den blevet froringet i den grad at det ligner noget de har gjort med vilje nu bliver den slettet  på mine enhedder ."
Skype,2020-05-08,N/A,Nul nul nulApplication incompréhensible aucune logique marche quand elle veut. Passer votre chemin
Skype,2020-05-08,N/A,"When you need to contact the Better Business Bureau (BBB) to cancel your subscription, you know things are bad. Multiple phone calls, phone lines that are completely out of service, being taken in circles around the website, broken links - Skype has it all. Microsoft have turned into absolutely incompetent scammers - pathetic."
Skype,2020-05-07,1,WHY IS IT SO HARD TO CHANGE A MOBILE NUMBER... DELETING MY ACCOUNT AND ADDING MY NEW ONE ON THAT NEW PROFILE IS EASIER... WHEN THAT HAPPENS THAT MEANS ITS TOO COMPLICATED.
Skype,2020-05-06,1,"It's become a steaming pile of poop ever since Microsoft acquired Skype. It used to just work. Now my messages take ages to load. Today I just got locked out of my account for no apparent reason, just some vague ""security"" excuse and I could only unlock it by giving them my phone number. Terrible product. Would NOT spend a single cent on it."
Skype,2020-05-03,1,"I used to work on this product, left in 2013. Since I left, Microsoft has absolutely destroyed this wonderful communications tool by aggressively moving it from a simple application to an ""APP"" based, cloud driven pile of garbage that tries to hook into too many other Microsoft products and accounts, then just when Microsoft reach peak unusability, they stop developing the platform. Teams is just as bad, you'll have to use an application with poor security, or they routes its communications through China to get a decent video call experience this lockdown.Literally 3/4 of the calls with family on Skype consist of troubleshooting it not working."
Skype,2020-04-30,1,"The latest update of Skype has wowed much in the audience, but honestly it’s just an app. You cannot possibly expect us to prefer it over top picks like WhatsApp when you kick users for no reason, I hope you take this to heart and personally I really hope you improve Skype. I’ve been kicked out two times for no reason and I’ve informed all my children who told their friends that Skype just doesn’t work. It’s a no-go for my entire neighbourhood because they all experience the same flaw. Fix it or Microsoft will be a piece of junk in a few years. All it takes is one hater. I was happily chatting when the app removed me from my account, twice, once I sign in the same thing happens again and again. I urge you to change the way it functions. You are not protecting your customers by shoving them away. I assure you there’s nothing wrong with us, it’s Microsoft that sucks. Please improve it. I hope we’ve no personal feelings as I’ve seen many experience this problem. Skype logs me out and says there’s something wrong with my account, so I go to account recovery and Guess what they tell me? They say they haven’t enough info to recover. I gave them my email, contacts, personal information such as birth date and they haven’t the heart to accept a simple request. If this is protecting your customers, then don’t protect your customers anymore."
Skype,2020-04-29,1,Locks you out of your account for no reason to extort additional personal information from you. Either you had over more personal information or you don't get your account back
Skype,2020-04-28,1,Skype number - paid subscription.Please avoid it at any cost.  It doesn't work.People cannot connect or when they call me can't hear me. It's nothing to do with my microphone because it works when I do test calls. I tested 3 devices same story again and again. And it works when I call someone back. I cancelled my subscription. There is no way to get in touch with anyone to discuss technical issues or get refunds.  Big disappointment. I would call it a petty theft.  Skype charges connection fees too on top of normal rates.  Premium rates for non working service.It so bad Microsoft purchased it. It is like with their other products.  They just get worse and worse every day.
Skype,2020-04-27,N/A,N/A
Skype,2020-04-27,N/A,Very very bad. In has never been good and still manages to get worse!
Skype,2020-04-26,N/A,"Dreadful, I have been a skpye customer for years, but it has got worse, from never being very good, the site is unavigable, and the visual and sound connection and standard is woeful."
Skype,2020-04-23,N/A,"Joa. Konto angelegt, App ziemlich unübersichtlich gefunden (früher war sie mal echt gut). War genervt und wollte das Konto löschen. Dafür war n Code per mail nötig. Und auf einmal kommt in meinem Postfach nix mehr von Skype an (zuvor hats immer funktioniert und im Spamorder war auch nichts) und ich soll anstattdessen meine telefonnummer angeben  - haha, sehr witzig. Nein. Einfach nur unseriös. Wie in vielen anderen Bewertungen hier: irgendwie wollen sie immer deine Daten und vor allem Telefonnummer. Kann jedem nur davon abraten."
Skype,2020-04-23,1,My Skype account was hacked. (I since learned there is a way to do that and I dont want to give too much information as to how that was done. It was very obvious as to what they did when I looked at my account.) Through the auto recharge set up with my PayPal and then with my bank account the hackers managed to take hundreds of euro from me. They ran through my Skype credit and straight into the auto recharge which is linked with my PayPal account. Multiple repeat takings emptied my PayPal balance inside a minute. Then in a domino effect they used the same method with the auto recharge function to get into my bank account. By the time more than 400 euro was taken my banks fraud detection shut it down. In the end the hackers cleaned me out of more than 600 euro. My Bank paid me back as did PayPal. The scam and hack is/was very obvious. Could not be calls as autorecharge went through consequetively within seconds running into hundreds of euro. Skype did not and have not been co operative at all with this. Disgusted with Skype and strongly recommend everyone to not have auto recharge set up with Skype. You are open to the same hacking and scam I was and your bank may not be as supportive as mine was. Skype certainly wont be.
Skype,2020-04-23,1,Do una stella perché mia figlia viene buttata fuori dai suoi compagni. Fate unaggiornamento dove non si può ne mutare ne eliminare una persona dalla chiamata. Ha perso una lezione intera di 1 ora. Difficile da reggere questo eliminare dalle chiamate.Grazie mille. Spero che ascoltiate la mia recensione perché non è proprio fattibile.
Skype,2020-04-22,1,"Skype decided to keep our credit balance of £5.61, without consulting us. It's not the amount, it is the principle of unprofessional and deceptive practices.Our credit balance appeared on the 20 April and then it was gone the very next day on the 21 April, 2020."
Skype,2020-04-22,N/A,"Awful!!! Tons of bags, terrible speed,history of message loses. The reason I use it because lots of people made the same mistake"
Skype,2020-04-22,1,"Ansich eine gute app, wenn sie nur gratis wäre. Da aber der account ständig gesperrt, ist Skype nicht zu gebrauchen. Erstellt man eine neue Email-Adresse und ein neues Skype-Konto, so wird zumindest bei mir immer das Skype-Konto nach 2 Tagen wegen verstößen gegen Microsoft-Servicevertrag gesperrt. Man kann es dann mit herausgabe seiner Handydaten wieder entsperren. Würde da nicht Skype oder Microsoft stehen könnte man meinen, dass es eine gute fishing idee ist."
Skype,2020-04-22,1,"Skype war mal ein super Tool, einfach zu bedienen, zuverlässig, vor allen Dingen zu Zeiten von hohen Roamingkosten für Vielreisende der Rettungsanker. Wir haben es in der ganzen Firma benützt. Später dann Skype Business - eine Katastrophe, wir hatten uns bis zuletzt an GoToMeeting geklammert.Seit MS eingestiegen ist gings graduell nach unten, der momentane Stand ist der Tiefpunkt für mich - das wars.Ich benütze MACs, hatte noch eine Weile das Classic benützt, nach dem Wechselzwang habe ich es graduell ausgephast, jetzt muss ich noch sehen wie ich die verbliebenen 10 EUR Guthaben irgendwie nützen kann, mal sehen.IHR HABT ES BEGRABEN MICROSOFT!"
Skype,2020-04-21,N/A,Works fine for me. I use it mostly to call international numbers. Turned out to be much cheaper than mobile networks. The only issue I faced was a bug in the android app causing a loud beep sound when disconnecting the call. The issue was fixed after I replaced the regular skype app with the Skype Lite.
Skype,2020-04-20,1,"My school setup a group on skype.First call: Everyone joins, I join and i only hear robotic voices. I know this issue from discord so i do the fix i would do on discord. Skype crashes.Second call: I can't even joinThird call: Works but all the cameras are 144p and the audio has weird demonic screams (your computer screaming for help because it has to handle this software)Now we use Discord.Please don't use skype for more than 1 people, most of the time, it doesn't even let me join so...Worst thing from microsoft, even worse than windows 8."
Skype,2020-04-18,1,"Skype er uhyre arrogant. Adresse i Luxenborg fortæller alt. skype nægter at godkende min mailadresse. De genkender den ikke. Nå ,det gør alle andre. Efter at have forsøgt at oprette efter flere år siden sidst har jeg siden 1010 haft en anden mail. Men det kan de ikke forstå og jeg vil ikke have en ny. Nu bliver jeg konstant spamet med en stor side, kom godt igang. ."
Skype,2020-04-16,1,Don’t even try app is hopeless - totally frustrating- does not work - don’t waste your time - go to zoom instead
Skype,2020-04-12,5,"Use skype since 2014 for gaming, pretty good quality and optimised so doesnt slow pc down."
Skype,2020-04-10,1,"it is unreliable. I make a call, don't hear anything but see seconds ticking, so call is on. I push the button on my headphone, what happens then?or it cuts the callor still can't hear anythingor I hear the other side and he hears meWhy 3 times or, why is it always different.I haaaaaaaaaaaaaaaaate this"
Skype,2020-04-09,1,"I would give this product zero stars if I could.  We are desperately trying to connect with our family during lockdown and this product has become IMPOSSIBLE to use.  I had used skype for years before with no trouble whatsoever.  Now it is so frustratingly bad, and the support is non-existent.1) I am unable to access my old skype username and identity, it is impossible to delete it and it is still searchable.2) It took over an hour to make contact between my brother and I on skype as it was impossible to find each other on the 'search contacts'.  I say this as two tech-savvy people who were on the phone to each other the whole time, trying to link up.  Totally impossible for any of my elderly family to fathom by themselves.3) The 'MeetMe' as a Guest simply did not work for my aunt - it repeatedly asked her to create a profile.4) Trying to set up a profile is impossible for an elderly person to manage - Multi-factor authentication and the captcha puzzle - despite two hours patient coaching we could not manage to help my aunt through this - her eyesight is not very good.5) We set up a profile ourselves for our aunt, but now cannot log in to it as it says we are breaching some sort of protocol.  I could just scream with frustration, WHY IS IT SO HARD!I would swap products but then we've only just managed to get some of the other family on, and now we can no longer visit them to help.Sort it out Microsoft, this is appallingly bad."
Skype,2020-04-09,4,Works great didn't experience any problems and there desktop app works very good :-)
Skype,2020-04-07,2,This is NOT a very good VOIP service.  I usually have to restart my computer 2 or 3 and sometimes even 4 times before I can get both sound and video.  I don't have these problems with Zoom.  It just plain works.
Skype,2020-10-04,N/A,"Just an update in October to say no contact or support has every been received in spite of contacting them again. Frankly they can’t be trusted and have now emailed (automated) to say the credit on the account has expired for non use! Nightmare company.—————(This was first filed 3 weeks ago there has been zero co-operation from Skype / Microsoft. If you rely on a Skype in number for personal or business use don’t because if it goes down you will get zero help and be left on your own)I hate leaving poor ratings but I see now why Microsoft (who own Skype) already is rated bad. My experience is truly horrendous. They asked us to validate the account and sent multiple messages then locked us out (validator app on the office computer seemed to malfunction so we requested email confirmation) and we received the automated message below. Not only did they cut off the account they disconnected all the Skype in numbers (there was no issue with Skype) which meant my mother in her 90s and other elderly family members can't reach us and are distraught. My mother is in a care home very frightened about the virus and kept crying to the staff saying ""my son is ill"" this is not the case but she is used to phoning the Skype in number as we are in different countries. We have used Skype since the first year it started and never had an issue this has been catastrophic causing great distress to several people in theirr 80s and 90s and the message below shows support is non existent and as far as ""All duplicate requests will be closed and responses will be sent on the original escalation."" Does this show they just don't care? In spite of having calling plans and everything we are dumping Skype as the Skype in numbers expire, cancelling the subscriptions and moving to Vonage which has always been faultless. There is enough stress with the Corvovirus without these incompetents adding to it.Dear Customer,This is an automated message to let you know we have received your inquiry regarding your Microsoft account.We're sorry but we’re currently unable to provide assisted support. We're working hard to get back up as quickly as possible. Please check out support.microsoft.com for our other support options and latest status. Thanks for your patience and understandingWe sincerely apologize for this delay as we know this means you may not have access to your account. We are working to resolve your case and will update you as soon as we have additional information.All duplicate requests will be closed and responses will be sent on the original escalation.SincerelyMicrosoft Customer ProtectionTODAY IS MAY 17TH THE NIGHTMARE STARTED ON APRIL 3RD STILL NOTHING HEARD FROM SKYPE/MICROSOFT SO I HAVE PORTED THE SKYPE IN NUMBERS TO OTHER PROVIDERS AND PAYPAL HAVE CHARGED BACK 3 NUMBERS I WILL PURSUE THE OTHER LOSSES IN THE SMALL CLAIMS COURT - NIGHTMARE EXPERIENCE!"
